"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography code","Gender","Age","Socio-economic classification","Household income","Value","Value_type","Sample size","Standard Error","Lower CI","Upper CI"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","65-74","All","All","14.17800532","%","359","1.841024827","10.57","17.78641398"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","75+","All","All","9.039400357","%","174","2.173811311","4.78","13.30007053"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16-24","All","All","23.06803965","%","264","2.592726943","17.99","28.14978446"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","25-34","All","All","20.29814908","%","546","1.721337782","16.92","23.67197113"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","35-44","All","All","17.09007944","%","723","1.399929424","14.35","19.83394111"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","45-54","All","All","18.60683516","%","656","1.519421625","15.63","21.58490155"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","55-64","All","All","12.50201379","%","340","1.793698963","8.99","16.01766376"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","65-74","All","All","5.494016722","%","168","1.758004572","2.05","8.939705683"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","75+","All","All","7.24244972","%","133","2.247457869","2.84","11.64746714"
"Proportion of adults who were victims of all CSEW crime ","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16-24","All","All","11.7397827","%","103","3.171713224","5.52","17.95634062"
"Proportion of adults who were victims of all CSEW crime ","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","25-34","All","All","14.41216642","%","191","2.541288477","9.43","19.39309183"
"Proportion of adults who were victims of all CSEW crime ","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","35-44","All","All","22.00190178","%","226","2.755610926","16.6","27.40289919"
"Proportion of adults who were victims of all CSEW crime ","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","45-54","All","All","14.1831026","%","128","3.083663938","8.14","20.22708392"
"Proportion of adults who were victims of all CSEW crime ","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","55-64","All","All","14.11858443","%","87","3.733236888","6.8","21.43572873"
"Proportion of adults who were victims of all CSEW crime ","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","65-74","All","All","7.622179373","%","62","3.369982097","1.02","14.22734428"
"Proportion of adults who were victims of all CSEW crime ","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","75+","All","All","?","%","28","?","?","?"
"Proportion of adults who were victims of all CSEW crime ","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","Male ","16+","All","All","15.18770205","%","42755","0.17357293","14.85","15.52790499"
"Proportion of adults who were victims of all CSEW crime ","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","Female","16+","All","All","14.23769737","%","51097","0.154586083","13.93","14.54068609"
"Proportion of adults who were victims of all CSEW crime ","Mixed/Multiple","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","Male ","16+","All","All","20.76913914","%","438","1.938292789","16.97","24.56819301"
"Proportion of adults who were victims of all CSEW crime ","Mixed/Multiple","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","Female","16+","All","All","25.17294581","%","605","1.764487789","21.71","28.63134187"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","Male ","16+","All","All","16.35648484","%","2651","0.718383356","14.95","17.76451622"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","Female","16+","All","All","16.21437037","%","2744","0.703627427","14.84","17.59348013"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","Male ","16+","All","All","18.16862558","%","1179","1.122959408","15.97","20.36962602"
"Proportion of adults who were victims of all CSEW crime ","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","Female","16+","All","All","17.37457017","%","1651","0.9324818","15.55","19.2022345"
"Proportion of adults who were victims of all CSEW crime ","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","Male ","16+","All","All","16.60414876","%","429","1.796602025","13.08","20.12548873"
"Proportion of adults who were victims of all CSEW crime ","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","Female","16+","All","All","13.70457881","%","396","1.728140824","10.32","17.09173483"
"Proportion of adults who were victims of all CSEW crime ","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Managerial and professional occupations","All","14.68503543","%","32782","0.195493528","14.3","15.06820274"
"Proportion of adults who were victims of all CSEW crime ","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Intermediate occupations","All","14.00412231","%","22252","0.232638848","13.55","14.46009445"
"Proportion of adults who were victims of all CSEW crime ","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Routine and manual occupations","All","14.22920828","%","32947","0.192465166","13.85","14.60644001"
"Proportion of adults who were victims of all CSEW crime ","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Never worked and long-term unemployed","All","16.54253923","%","2864","0.694299997","15.18","17.90336722"
"Proportion of adults who were victims of all CSEW crime ","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Full time students","All","20.49104981","%","2380","0.827373555","18.87","22.11270197"
"Proportion of adults who were victims of all CSEW crime ","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Not classified","All","10.85564791","%","627","1.242341579","8.42","13.2906374"
"Proportion of adults who were victims of all CSEW crime ","Mixed/Multiple","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Managerial and professional occupations","All","27.91258774","%","368","2.33833031","23.33","32.49571515"
"Proportion of adults who were victims of all CSEW crime ","Mixed/Multiple","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Intermediate occupations","All","19.64720026","%","212","2.72887041","14.3","24.99578626"
"Proportion of adults who were victims of all CSEW crime ","Mixed/Multiple","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Routine and manual occupations","All","21.60685204","%","300","2.376151755","16.95","26.26410948"
"Proportion of adults who were victims of all CSEW crime ","Mixed/Multiple","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Never worked and long-term unemployed","All","18.29120006","%","53","5.310281957","7.88","28.6993527"
"Proportion of adults who were victims of all CSEW crime ","Mixed/Multiple","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Full time students","All","20.84725524","%","104","3.983279323","13.04","28.65448272"
"Proportion of adults who were victims of all CSEW crime ","Mixed/Multiple","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Not classified","All","?","%","6","?","?","?"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Managerial and professional occupations","All","18.67053529","%","1748","0.932033726","16.84","20.49732139"
"Proportion of adults who were victims of all CSEW crime ","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Intermediate occupations","All","17.156505","%","1079","1.147711926","14.91","19.40602038"
